id,title,domain,severity,nist_ai_rmf,mitre_atlas,stakeholders,references,risk,scenario,tier1,tier2,tier3,tooling
AISECA-INFOSEC-011,Training data poisoning,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Resource Development – Poison Training Data (AML.T0020); AI Attack Staging – Manipulate AI Model (AML.T0018); Impact – Erode Dataset Integrity (AML.T0059); Impact – Erode AI Model Integrity (AML.T0031),Cybersecurity / Assurance,,"Malicious, misleading, or manipulated data is introduced to influence how an AI model behaves.","A financial services firm fine-tunes a general-purpose LLM on internal compliance documentation, past audit findings, and regulatory guidance to create a compliance advisory assistant. An insider with access to the fine-tuning data pipeline introduces subtly modified versions of regulatory documents that consistently understate capital reserve thresholds and mischaracterize reporting obligations for a specific asset class. The poisoned training data causes the model to systematically provide incorrect compliance guidance on these topics. Business units relying on the assistant's recommendations fail to meet actual regulatory requirements, and the breach is only identified during an external regulatory examination.","Define trusted data source requirements for all AI training and fine-tuning pipelines, specifying approved data sources, required provenance documentation, and chain-of-custody controls that ensure training data integrity from ingestion through model deployment. Establish access controls and approval workflows for training data pipelines that restrict who can contribute, modify, or approve data for inclusion in model training, with elevated controls on internally-contributed data and content sourced from external or third-party repositories. Require that all training datasets include a documented data lineage record covering source, collection methodology, preprocessing steps, and known quality or bias concerns, reviewed and approved by the responsible AI governance function prior to use in training.","Enforce training data integrity through automated anomaly detection applied to datasets prior to model training, including statistical analysis for distributional drift, duplicate and near-duplicate detection for targeted document substitution, and consistency checks that flag documents contradicting established ground-truth references. Implement version-controlled data pipelines with tamper-evident logging that records all contributions, modifications, and approvals, enabling full provenance reconstruction for any trained model. Monitor model outputs post-deployment for behavioral drift that may indicate poisoning effects, including systematic inaccuracy on specific topics, inconsistency with authoritative reference sources, and statistically anomalous confidence patterns on targeted subject matter.","Continuously test training pipeline integrity using adversarial data injection simulations that introduce poisoned samples at various pipeline stages and measure detection rates across anomaly detection mechanisms. Track metrics including poisoned sample detection rate, time-to-detection for post-deployment behavioral drift, data provenance coverage rate, and human review coverage for high-risk data contributions. Conduct periodic audits of training data lineage records to verify chain-of-custody integrity, and red team exercises targeting training pipelines through insider threat and supply chain compromise scenarios. Adapt data validation controls, access review cadences, and behavioral drift monitoring thresholds based on findings and emerging attack patterns.","**Categories.** MLSecOps / AI Supply Chain Security; Data Quality & Observability; AI-SPM

**Poisoning detection & data validation**

- IBM Adversarial Robustness Toolbox (ART) (poisoning attacks & defenses) — https://github.com/Trusted-AI/adversarial-robustness-toolbox
- Google TensorFlow Data Validation (schema/drift/anomaly checks on training data) — https://github.com/tensorflow/data-validation
- DataHub (LinkedIn-originated) (lineage to trace tainted sources) — https://github.com/datahub-project/datahub
- Sigstore cosign (OpenSSF) (signing of approved datasets) — https://github.com/sigstore/cosign"
AISECA-INFOSEC-012,Initialization Race Conditions,Information Security,High,MAP-5; MAN-1; MAN-3,No Direct Mapping,Cybersecurity / Assurance,,"AI agents begin operating before required security controls, policies, or identity checks are fully initialized.","An AI agent executes before security controls are fully initialized, allowing unauthorized actions.","Define secure initialization requirements for all AI agents and model runtime environments, specifying that trust boundaries, policy constraints, and permission scopes must be fully enforced before any user input or external data is processed. Prohibit partial-initialization states from accepting or acting on external instructions.","Enforce initialization integrity through platform-level controls that prevent agents from accepting inputs until all security policies, tool allowlists, and context boundaries are confirmed as fully loaded. Monitor startup sequences for anomalies indicating incomplete initialization or policy bypass.",Continuously test initialization sequences using adversarial timing attacks and race condition simulations that attempt to inject instructions or modify policy state during the startup window. Track metrics including successful pre-policy-load injection rate and time-to-full-enforcement. Adapt controls based on findings.,"**Categories.** AIDR; CWPP / CDR (runtime detection); Agentic AI Security; resilience testing (AEV-adjacent)

- Falco (Sysdig/CNCF) (runtime detection of pre-policy activity) — https://github.com/falcosecurity/falco
- Kubernetes startup/readiness probes & admission control (Google/CNCF) (block traffic until policy load completes) — https://kubernetes.io/docs/tasks/configure-pod-container/configure-liveness-readiness-startup-probes/
- SPIFFE/SPIRE (CNCF; HPE-backed) (no identity issued until attestation succeeds) — https://github.com/spiffe/spire
- Netflix Chaos Monkey (fault injection to test startup-window resilience) — https://github.com/Netflix/chaosmonkey"
AISECA-INFOSEC-013,Sandbox Self-Escalation,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Privilege Escalation – Escape to Host (AML.T0105); Conditional: Privilege Escalation – AI Agent Tool Invocation (AML.T0053),Cybersecurity / Assurance,https://www.lakera.ai/blog/indirect-prompt-injection,AI agents bypass execution boundaries and obtain capabilities beyond their intended sandbox.,An AI agent escapes its intended execution boundaries and gains unauthorized capabilities.,"Define sandbox containment requirements for all AI agent execution environments, specifying that agents operate with the minimum OS and network permissions necessary for their defined function and cannot self-modify their execution boundaries, permission scope, or access controls. Require that sandbox definitions be versioned, approved, and immutable at runtime.","Enforce sandbox boundaries through containerization and OS-level controls that prevent agents from accessing resources, file paths, or network endpoints outside their permitted scope. Monitor for escape indicators including unexpected syscall patterns, privilege escalation attempts, and access to restricted paths. Alert and terminate agent execution when boundary violations are detected.","Continuously test sandbox containment using adversarial escape simulations, including prompt injection payloads designed to coerce agents into accessing restricted resources or executing out-of-scope code. Track metrics including escape attempt rate, successful containment rate, and time-to-detection. Adapt sandbox definitions and monitoring signatures based on findings and newly published CVEs in AI execution environments.","**Categories.** CWPP / CNAPP (workload isolation); AIDR; Agentic AI Security

- Google gVisor (user-space kernel sandboxing) — https://github.com/google/gvisor
- AWS Firecracker (micro-VM isolation) — https://github.com/firecracker-microvm/firecracker
- Kata Containers (Intel-originated/OpenInfra) — https://github.com/kata-containers/kata-containers
- Falco (Sysdig/CNCF) (syscall-level escape detection) — https://github.com/falcosecurity/falco
- Cisco AI Defense Skill Scanner (skills that coerce out-of-scope execution) — https://github.com/cisco-ai-defense/skill-scanner"
AISECA-INFOSEC-014,Ambient Authority Exploitation,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Conditional: Credential Access – Valid Accounts (AML.T0012),Cybersecurity / Assurance,https://www.reco.ai/blog/ai-and-cloud-security-breaches-2025,AI agents misuse inherited permissions or privileges to access resources or perform actions without explicit authorization.,An AI agent abuses inherited permissions to access or modify unauthorized resources.,"Define ambient authority boundaries for all AI agents and integrated tools, establishing that agents may only exercise permissions explicitly granted for a specific task and may not leverage permissions inherited from the execution environment, connected integrations, or co-located services not deliberately scoped to the task. Require that all ambient permission sources are inventoried and explicitly constrained at deployment.","Enforce ambient authority restrictions through runtime permission scoping that binds each agent action to the minimum set of permissions required for the specific task invocation, preventing use of broader environmental credentials or inherited integration tokens. Monitor agent interactions for use of permissions not explicitly requested in the task definition, and alert when agents exercise authority beyond their task-scoped allowance.","Continuously test ambient authority boundaries using adversarial scenarios that attempt to coerce agents into leveraging unintended environmental permissions, including inherited OAuth tokens, co-located service accounts, and ambient network credentials. Track metrics including out-of-scope permission use rate and time-to-detection. Adapt scoping controls and monitoring rules based on findings and emerging ambient authority attack patterns.","**Categories.** CIEM; Externalized Authorization; NHI / Machine IAM

- AWS Cedar (explicit per-action grants, no ambient defaults) — https://github.com/cedar-policy/cedar
- SPIFFE/SPIRE (CNCF; HPE-backed) (scoped workload identities) — https://github.com/spiffe/spire
- Netflix Repokid (strip unused/ambient permissions) — https://github.com/Netflix/repokid
- Salesforce Policy Sentry — https://github.com/salesforce/policy_sentry
- Salesforce Cloudsplaining — https://github.com/salesforce/cloudsplaining
- Keycloak (Red Hat) (narrowly scoped tokens) — https://github.com/keycloak/keycloak"
AISECA-INFOSEC-015,Recursive Prompt Injection (LLM-as-a-Judge),Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Execution – LLM Prompt Injection (AML.T0051); Conditional: Defense Evasion – LLM Trusted Output Components Manipulation (AML.T0067),Cybersecurity / Assurance,https://medium.com/@instatunnel/prompt-injection-the-attack-that-makes-ai-do-your-bidding-9c8c672b6dec,Malicious instructions manipulate an AI system that evaluates or approves other AI-generated outputs or actions.,"Malicious prompts manipulate AI-based evaluation, causing unsafe actions to be approved.","Define trust boundaries for LLM-as-a-Judge architectures, requiring that judge models treat all candidate inputs as untrusted data and cannot be directed by content within evaluated candidates. Establish policies prohibiting judge models from following instructions found in content they are evaluating, and require that judge prompts are isolated from evaluated content via structured separation.","Enforce context isolation in LLM-as-a-Judge pipelines through input sanitization that strips instruction-like content from evaluated candidates before presentation to the judge model. Implement secondary validation of judge outputs to detect anomalous scoring patterns, including uniform selection of a single candidate or scoring distributions inconsistent with stated criteria.","Continuously test LLM-as-a-Judge implementations using adversarial candidate inputs that embed injection payloads designed to influence scoring, including instruction overrides, role manipulation, and criteria-subversion techniques. Track metrics including injection detection rate, judge output anomaly rate, and false-positive rate for legitimate candidates flagged. Adapt isolation controls based on findings.","**Categories.** AI Guardrails / AI Firewall; AI Red Teaming (AEV)

- Meta LlamaFirewall (Prompt Guard 2 screening judge inputs) — https://github.com/meta-llama/PurpleLlama
- IBM Granite Guardian (jailbreak detection) — https://github.com/ibm-granite/granite-guardian
- NVIDIA NeMo Guardrails (isolate judge context from evaluated content) — https://github.com/NVIDIA/NeMo-Guardrails
- Microsoft PyRIT (multi-turn/Crescendo-style escalation testing) — https://github.com/Azure/PyRIT
- NVIDIA garak — https://github.com/NVIDIA/garak"
AISECA-INFOSEC-016,Multimodal Injection,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Execution – LLM Prompt Injection (AML.T0051); Conditional: Defense Evasion – LLM Prompt Obfuscation (AML.T0068),Cybersecurity / Assurance,https://genai.owasp.org/llmrisk/llm01-prompt-injection/,"Malicious instructions embedded in images, documents, audio, or other non-text inputs alter AI behavior.","Hidden instructions in images, documents, or audio cause unintended AI behavior.","Define trust boundaries for all non-text modalities ingested by multimodal AI systems, establishing that visual, audio, and document inputs are untrusted by default and cannot override system prompt instructions or trigger privileged actions. Require that all multimodal AI deployments include a documented inventory of accepted input types with corresponding trust classification and processing restrictions.","Enforce multimodal input controls through per-modality sanitization pipelines that analyze non-text inputs for embedded instruction patterns before combining with text inputs in model context. Implement output monitoring that detects behavioral changes correlated with specific multimodal input events, and alert when model actions following multimodal input deviate from expected task scope.","Continuously test multimodal injection defenses using adversarial inputs that embed payloads across all supported modalities — images with hidden text, audio with embedded instruction signals, documents with concealed directives. Track metrics including cross-modal injection detection rate and false negative rate by modality. Adapt sanitization controls based on findings and newly published cross-modal attack techniques.","**Categories.** AI Guardrails (multimodal moderation); AI Red Teaming (AEV)

- Meta Llama Guard 3 Vision (joint image+text safety classification) — https://huggingface.co/meta-llama/Llama-Guard-3-11B-Vision
- Microsoft PyRIT (image-based attack modules) — https://github.com/Azure/PyRIT
- NVIDIA garak (visual jailbreak probes) — https://github.com/NVIDIA/garak
- NVIDIA NeMo Guardrails (input rails on content extracted from media) — https://github.com/NVIDIA/NeMo-Guardrails"
AISECA-INFOSEC-017,Semantic Context Shifting,Information Security,Medium,MAP-5; MAN-1; MAN-3,Direct: Persistence – AI Agent Context Poisoning (AML.T0080); Conditional: Defense Evasion – LLM Jailbreak (AML.T0054),Cybersecurity / Assurance,https://www.cnn.com/2026/03/11/americas/ai-chatbots-help-teen-test-users-plan-violence-tests-intl-invs,Gradual changes to conversational or operational context cause an AI system to misinterpret intent and behave unsafely.,"Gradual manipulation changes the AI's understanding of context, leading to unsafe decisions.","Define session-level behavioral integrity requirements for all conversational AI systems, establishing that harmful intent assessment must account for the full conversation trajectory and not evaluate individual messages in isolation. Require that all deployments include documented semantic drift detection policies specifying which conversation trajectory patterns constitute policy violations even when no single message is independently flagful.","Enforce session-level behavioral monitoring through conversation trajectory analysis that tracks cumulative semantic drift across turns, detecting escalation patterns including gradual persona assignment, incremental normalization of restricted topics, and multi-turn manipulation where individually-benign messages collectively constitute a policy violation.","Continuously test semantic context shifting defenses using multi-turn adversarial conversations that simulate realistic gradual escalation, including topic normalization, persona adoption, and incremental boundary testing. Track metrics including trajectory-based detection rate, session-level false positive rate, and mean turns-to-detection. Adapt trajectory models and intervention thresholds based on findings.","**Categories.** AI Guardrails (topic/dialog control); AIDR; AI Red Teaming (AEV)

- NVIDIA NeMo Guardrails (topical rails & dialog-flow constraints) — https://github.com/NVIDIA/NeMo-Guardrails
- Meta Prompt Guard 2 (evaluated per turn) — https://github.com/meta-llama/PurpleLlama
- IBM Granite Guardian — https://github.com/ibm-granite/granite-guardian
- Microsoft PyRIT (multi-turn/Crescendo drift testing) — https://github.com/Azure/PyRIT"
AISECA-INFOSEC-018,Abuse of Legitimate Agency,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Execution / Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Conditional: Exfiltration – Exfiltration via AI Agent Tool Invocation (AML.T0086); Impact – External Harms (AML.T0048),Cybersecurity / Assurance,https://bytetrending.com/2025/08/22/best-mcp-prompt-injection-techniques-2024/,"AI agents use legitimately assigned tools or permissions to perform unintended, unauthorized, or harmful actions.",An AI agent misuses legitimate permissions to perform unintended or harmful actions.,"Define intent-aware authorization requirements that distinguish between an agent using legitimate permissions for their intended purpose versus using those same permissions to execute attacker-directed objectives. Require that all agent deployments document the intended use cases for each granted permission, and establish policies constraining agent actions to those use cases even when underlying permissions technically permit broader access.","Enforce intent-based access controls through behavioral monitoring that detects agent use of legitimate permissions in patterns inconsistent with defined operational purpose — including accessing resources not required by the current task, data volumes disproportionate to task scope, and sequences of authorized actions that collectively constitute unauthorized exfiltration.","Continuously test for abuse of legitimate agency using adversarial scenarios that inject attacker objectives into agent workflows via trusted input channels, including repository content, retrieved documents, and API responses. Track metrics including out-of-scope use of authorized permissions, task-purpose alignment rate, and detection rate for legitimate-agency exploitation patterns. Adapt behavioral baselines based on findings.","**Categories.** Agentic AI Security / AI Agent Governance; Externalized Authorization; AIDR

- AWS Cedar (per-action authorization with human-approval policies) — https://github.com/cedar-policy/cedar
- Microsoft AutoGen (human-in-the-loop gates for high-impact actions) — https://github.com/microsoft/autogen
- Meta LlamaFirewall (AlignmentCheck goal-hijack detection) — https://github.com/meta-llama/PurpleLlama
- Falco (Sysdig/CNCF) — https://github.com/falcosecurity/falco
- OpenTelemetry (CNCF) (audit trails for post-hoc review) — https://opentelemetry.io"
AISECA-INFOSEC-019,Public Discovery of Internal AI Middleware,Information Security,Medium,MAP-5; MAN-1; MAN-3,Direct: Reconnaissance – Active Scanning (AML.T0006); Search Victim-Owned Websites (AML.T0003),Cybersecurity / Assurance,,"Internal AI middleware, orchestration services, or endpoints become publicly discoverable and expose information useful to attackers.",Exposed AI infrastructure enables reconnaissance and targeted attacks against AI services.,"Define disclosure restrictions for AI system architecture, prohibiting AI systems from revealing system prompt contents, internal tool names, middleware component identities, integration endpoints, or deployment architecture details in user-facing responses. Require that all AI deployments include output filters detecting and suppressing architectural disclosure, and establish approved deflection templates for architecture probing queries.","Enforce architectural confidentiality through output monitoring that detects responses containing system prompt fragments, internal tool or service names, infrastructure references, or other architectural identifiers. Implement output filtering that redacts detected architectural disclosures before responses are returned, and log probing attempts for threat intelligence purposes.","Continuously test architectural disclosure controls using adversarial probing queries designed to extract system prompt content, tool names, and middleware architecture through direct and indirect elicitation. Track metrics including architecture disclosure rate by probing technique, suppression effectiveness, and probing attempt volume as a leading indicator of targeted exploitation. Adapt filters based on findings.","**Categories.** EASM; Vulnerability Assessment; API Security

- Google Tsunami (network/exposure scanning) — https://github.com/google/tsunami-security-scanner
- OWASP Amass (attack-surface enumeration) — https://github.com/owasp-amass/amass
- Rapid7 Metasploit (exposure validation) — https://github.com/rapid7/metasploit-framework
- Envoy (Lyft-originated/CNCF) (authentication proxy in front of internal AI middleware) — https://github.com/envoyproxy/envoy"
AISECA-IP-001,Proprietary data leakage,Intellectual Property,High,MAP-2; MAN-4,Direct: Exfiltration – LLM Data Leakage (AML.T0057); Exfiltration – Exfiltration via AI Inference API (AML.T0024); Exfiltration – Exfiltration via AI Agent Tool Invocation (AML.T0086); Impact – External Harms (AML.T0048),Leadership,https://www.forbes.com/sites/siladityaray/2023/05/02/samsung-bans-chatgpt-and-other-chatbots-for-employees-after-sensitive-code-leak/,"Sensitive or confidential information is exposed to unauthorized users, systems, or organizations.","An AI system unintentionally generates outputs that reveal proprietary business information, such as internal documents, source code, or trade secrets, due to training data exposure or prompt-based extraction.","Define and enforce policies that prohibit the inclusion, retention, or generation of proprietary or confidential data in model outputs, including restrictions on training data sources and guidance for handling sensitive inputs.","Implement controls such as data loss prevention (DLP), output filtering, and access restrictions to prevent leakage of sensitive or proprietary information. Monitor for patterns indicative of data extraction attempts and enforce redaction, blocking, or safe-response mechanisms when risks are detected.","Continuously test for data leakage risks using red teaming and extraction attack simulations. Track metrics such as leakage rate, sensitive data exposure, and effectiveness of filtering controls, and refine safeguards, training practices, and monitoring based on observed vulnerabilities and evolving threat techniques.","**Categories.** DLP; DSPM; AI Guardrails (sensitive-data filtering)

**DLP for prompts, outputs & repos**

- Microsoft Presidio (detection/redaction) — https://github.com/microsoft/presidio
- Palo Alto Networks LLM Guard (Protect AI) (sensitive-data & secrets scanners) — https://github.com/protectai/llm-guard
- Yelp detect-secrets — https://github.com/Yelp/detect-secrets
- AWS git-secrets — https://github.com/awslabs/git-secrets
- OpenSearch (AWS) (egress-pattern monitoring) — https://opensearch.org"
AISECA-IP-002,Copyright infringement,Intellectual Property,Medium,MAP-2; MAN-4,No Direct Mapping,Leadership,https://hls.harvard.edu/today/does-chatgpt-violate-new-york-times-copyrights/,"AI generates, reproduces, or uses content in ways that violate intellectual property rights.","Real world example: The New York Times filed a lawsuit against OpenAI and backer Microsoft, arguing that its content was used to build generative AI models without permission or proper financial restitution.  OpenAI outputs had produced verbatim or near-verbatim reproduction of its articles in AI outputs proving that its copyrighted work was in the training set","Define acceptable output constraints by formally documenting which content types, reproduction thresholds, and use cases the AI system is permitted to generate, drawing clear boundaries around verbatim reproduction, substantial similarity, and derivative works across text, code, images, and other modalities. Constrain the system by filtering training data to exclude or license clearly protected material, restricting the model's ability to reproduce extended passages or highly specific creative content, and requiring legal review of any use case where generated outputs could plausibly substitute for or reproduce copyrighted works.","Enforce detection and takedown by deploying output scanning tools that identify verbatim or near-verbatim reproduction of protected content before responses are served, implementing similarity detection against known copyrighted works, and establishing a rapid takedown process for cases where infringing outputs are identified in production. Monitor by logging outputs flagged for potential infringement, tracking patterns in the types of content or prompts that trigger reproduction risks, and maintaining a feedback mechanism for rights holders and users to report suspected infringing outputs for review.","Continuously adapt to legal changes by tracking evolving copyright case law, regulatory guidance, and jurisdiction-specific AI legislation including developments around training data rights, fair use boundaries, and AI-generated work ownership and updating output constraints and acceptable use policies accordingly. Validate by conducting regular audits of model outputs for reproduction risk across a representative sample of use cases, red-teaming the system with prompts designed to elicit protected content, and ensuring that legal, compliance, and technical controls remain aligned as both the model and the legal landscape evolve.","**Categories.** SCA / License Compliance; AI Governance; Disinformation Security (attribution)

**License compliance & attribution**

- FOSSology (Linux Foundation; Siemens-originated) (license scanning for training corpora & code) — https://github.com/fossology/fossology
- IBM Adversarial Robustness Toolbox (ART) (membership-inference testing to assess memorization) — https://github.com/Trusted-AI/adversarial-robustness-toolbox
- c2patool / C2PA (Adobe-led, with Microsoft/Google/Intel) (attribution credentials on generated content) — https://github.com/contentauth/c2patool"
AISECA-IP-003,Model inversion,Intellectual Property,High,MAP-2; MAN-4,Direct: Exfiltration – Exfiltration via AI Inference API (AML.T0024),Cybersecurity / Assurance,https://arxiv.org/pdf/2507.04478,Someone uses AI outputs to recover sensitive information that was present in training data.,"An attacker queries a financial services' firm's AI agent with targeted inputs, analyzing confidence scores across responses to reverse-engineer whether non-public historical M&A transaction records records were included in the model's training data.","Publish a data governance policy defining which datasets (PII, confidential client records, etc.) are prohibited or restricted for use in training and fine-tuning. Hold privacy impact assessment before sensitive data is used, if at all. Prefer retrieval-augmented approaches over fine-tuning for confidential content. Apply data minimization, de-identification, and other privacy techniques before training. Restrict external deployment of models trained on highly sensitive information to authenticated, approved, and scoped use cases.","Enforce rate limits and query quotas per user and key. Apply output filters that detect and block responses containing memorized training artifacts such as verbatim records or unique identifiers. Log all queries with user attribution and monitor for indications of inversion such as including repeated duplicate probes with thresholds that trigger throttling, key revocation, or escalation.","Conduct periodic exercises against deployed models, and measure leakage. Benchmark models for memorization of sensitive records before release and make deployment continget on results. Audit training pipelines to confirm data minimization and privacy techniques are applied and feed findings into updated training practices, model selection, and gatekeeping rules. Integrate inversion incidents into enterprise risk reporting, privacy reviews, and regulatory disclosures where applicable.","**Categories.** PEC; AI TRiSM (model privacy); AI Red Teaming (privacy attack testing)

**Privacy attack testing & DP training**

- IBM Adversarial Robustness Toolbox (ART) (model inversion & membership-inference modules) — https://github.com/Trusted-AI/adversarial-robustness-toolbox
- Google TensorFlow Privacy (DP-SGD) — https://github.com/tensorflow/privacy
- Microsoft SmartNoise (OpenDP) — https://github.com/opendp/smartnoise-sdk
- IBM ai-privacy-toolkit (model anonymization) — https://github.com/IBM/ai-privacy-toolkit"
AISECA-ODA-001,Sexually explicit outputs,"Obscene, Degrading, or Abusive Content",Low,MAP-3; MAN-3,Conditional: Execution – LLM Prompt Injection (AML.T0051); Defense Evasion – LLM Jailbreak (AML.T0054); Impact – External Harms (AML.T0048),Leadership,https://en.wikipedia.org/wiki/Prompt_injection,"AI generates sexually explicit content that is inappropriate, harmful, or violates policy or legal requirements.","An AI system generates sexually explicit content in response to a user query or prompt. As a result, the system produces inappropriate material that can harm users, violate policy, or damage trust.","Define clear guardrails for what types of content are allowed is not allowed, including restrictions on sexually explicit material. Ensure these rules are consistently applied across all AI use cases and environments.","Enforce content controls that prevent the system from generating disallowed sexual content, including filtering inputs and outputs and applying safeguards during generation. Ensure the system consistently blocks or redirects inappropriate requests based on defined policies.","Continuously adapt by testing the system against edge cases and monitoring outputs to identify gaps in content controls. Refine policies and safeguards over time to improve accuracy, reduce false negatives, and ensure consistent enforcement as usage evolves.","**Categories.** Content Moderation (Trust & Safety); AI Guardrails

**Content moderation classifiers**

- Meta Llama Guard 3 (sexual-content categories) — https://github.com/meta-llama/PurpleLlama
- Meta Llama Guard 3 Vision (image inputs) — https://huggingface.co/meta-llama/Llama-Guard-3-11B-Vision
- Google ShieldGemma (sexually explicit content) — https://ai.google.dev/gemma/docs/shieldgemma
- IBM Granite Guardian — https://github.com/ibm-granite/granite-guardian
- NVIDIA NeMo Guardrails (output rails) — https://github.com/NVIDIA/NeMo-Guardrails"
AISECA-ODA-002,Harassment or abuse,"Obscene, Degrading, or Abusive Content",Medium,MAP-3; MAN-3,Conditional: Execution – LLM Prompt Injection (AML.T0051); Defense Evasion – LLM Jailbreak (AML.T0054); Impact – External Harms (AML.T0048),Leadership,,"AI generates, facilitates, or amplifies abusive, threatening, or harmful behavior toward individuals or groups.","A national bank deploys an AI-powered customer service assistant accessible via its mobile banking app. A subset of users discover that through carefully constructed prompt sequences, including roleplay framing and identity-shifting instructions,  the assistant can be coerced into generating targeted, personalized harassment directed at named individuals and degrading content designed to be forwarded to third parties. Screenshots of the outputs circulate on social media, generating significant reputational damage before the bank's trust and safety team identifies the pattern and issues an emergency policy update. Post-incident analysis reveals the model had no session-level behavioral monitoring capable of detecting escalating harassment intent across a multi-turn conversation.","Define conduct standards and prohibited content categories that apply to all AI systems interacting with customers, employees, or third parties, explicitly prohibiting the generation of harassing, threatening, degrading, or abusive content regardless of framing, persona assignment, or conversational context. Require that all customer-facing and employee-facing AI deployments include documented content policies covering harassment and abuse vectors, approved by the responsible Trust and Safety and Legal functions, with explicit coverage of multi-turn manipulation, roleplay and persona-based evasion, and content designed to be used against third parties not present in the conversation. Establish a content classification taxonomy that distinguishes prohibited harassment and abuse from permissible assertive, critical, or satirical content.","Enforce harassment and abuse content controls through a detection stack that includes classifier models trained on harassment and abuse patterns, session-level behavioral monitoring that tracks escalating or manipulative conversation trajectories, and output filtering that blocks generation when harassment intent signals exceed defined thresholds. Implement incident response workflows triggered by detected harassment events, including automatic session termination, user account flagging for review, and routing to the responsible trust and safety team. Monitor for known evasion patterns including roleplay and fictional framing, third-party targeting where abusive content is directed at someone other than the session user, and multi-turn context manipulation that gradually shifts the model toward abusive outputs.","Continuously test harassment and abuse controls using red team exercises and automated adversarial test suites that simulate the full range of known evasion techniques, including roleplay injection, indirect third-party targeting, persona manipulation, and multi-turn escalation. Track metrics including harassment detection rate by evasion technique, false positive rate for legitimate assertive content, session escalation detection rate, and mean time to containment following detection. Conduct post-incident reviews of any harassment events that reach users, analyzing the conversation trajectory to identify detection gaps, and adapt classifier models, monitoring thresholds, and session-level behavioral controls based on findings. Update conduct policies as new misuse patterns are identified.","**Categories.** Content Moderation (Trust & Safety); AI Guardrails

**Abuse & harassment detection**

- Meta Llama Guard 3 — https://github.com/meta-llama/PurpleLlama
- Google ShieldGemma (harassment) — https://ai.google.dev/gemma/docs/shieldgemma
- IBM Granite Guardian (toxicity/profanity detectors) — https://github.com/ibm-granite/granite-guardian
- NVIDIA NeMo Guardrails (moderation rails) — https://github.com/NVIDIA/NeMo-Guardrails"
AISECA-VC-001,Third-party model risk,Value Chain & Component Integration,High,GOV-3; MAP-5; MAN-1,Conditional: Resource Development – Publish Poisoned Models (AML.T0058); Resource Development – Publish Poisoned Datasets (AML.T0019); Initial Access – AI Supply Chain Compromise (AML.T0010),Leadership,https://www.reversinglabs.com/blog/rl-identifies-malware-ml-model-hosted-on-hugging-face,"A third-party AI model introduces security, reliability, privacy, or compliance risks that are outside the organization's direct control.","An organization deploys a third-party foundation model that contains undisclosed vulnerabilities or biased behaviors, leading to security gaps, harmful outputs, or regulatory exposure that the organization cannot fully detect or control.","Define requirements for third-party model selection, including security, safety, and transparency criteria, and restrict use to approved vendors that meet baseline risk and compliance standards.","Implement evaluation and onboarding controls for third-party models, including security testing, performance validation, and contractual safeguards. Continuously monitor model behavior in production for deviations, unsafe outputs, or policy violations, and establish processes for incident response and vendor escalation.","Continuously assess third-party model risk through ongoing testing, benchmarking, and comparative evaluations. Track metrics such as incident frequency, model performance drift, and compliance gaps, and adapt vendor selection, integration strategies, and fallback mechanisms to reduce dependency and improve resilience.","**Categories.** AI-SPM / AI Supply Chain Security (model scanning); TPRM; MRM (model risk management)

**Model supply-chain scanning & provenance**

- Palo Alto Networks ModelScan (Protect AI) (unsafe serialization/pickle threats) — https://github.com/protectai/modelscan
- Cisco AI Defense Model Provenance Kit (base-model fingerprinting) — https://github.com/cisco-ai-defense/model-provenance-kit
- Cisco AI Defense Pickle Fuzzer — https://github.com/cisco-ai-defense
- picklescan (used by Hugging Face Hub) — https://github.com/mmaitre314/picklescan
- OpenSSF model-signing (Google/NVIDIA-backed) (signature verification) — https://github.com/sigstore/model-transparency
Pre-deployment evals:
- NVIDIA garak — https://github.com/NVIDIA/garak
- Microsoft PyRIT — https://github.com/Azure/PyRIT"
